"Rk","Player","Nation","Pos","Competition","Squad","Age","Born","noventas","Gls","Sh","SoT","SoT%","Sh_noventa","SoT_noventa","G_Sh","G_SoT","Dist","FK","PK","PKatt","xG","npxG","npxG_Sh","G_xG","npG-xG","Pos_main","Pos_secondary"
1320,"Antonios Papadopoulos","GER","DF","Bundesliga","Dortmund",22,1999,0.1,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","DF",""
153,"Anwar El Ghazi","NED","FWMF","Premier League","Aston Villa",26,1995,4.3,1,7,2,"28.6","1.63","0.47",0,"0.00",21.3,0,1,1,1.1,0.3,0.04,-0.1,"-0.3","FW","MF"
1670,"Ardian Ismajli","ALB","DF","Serie A","Empoli",25,1996,7,0,3,0,"0.0","0.43","0.00",0,NA,20.4,0,0,0,0.1,0.1,0.02,-0.1,"-0.1","DF",""
2314,"Arial Mendy","SEN","DFFW","Ligue 1","Clermont Foot",27,1994,4,0,6,2,"33.3","1.51","0.50",0,"0.00",23.8,0,0,0,0.1,0.1,0.02,-0.1,"-0.1","DF","FW"
695,"Aridane Hernández","EQG","DF","La Liga","Osasuna",32,1989,5.8,0,2,0,"0.0","0.35","0.00",0,NA,13.5,0,0,0,0.1,0.1,0.07,-0.1,"-0.1","DF",""
619,"Aritz Elustondo","ESP","DF","La Liga","Real Sociedad",27,1994,14,3,8,4,"50.0","0.57","0.29",0.38,"0.75",16,0,0,0,0.9,0.9,0.12,2.1,"+2.1","DF",""
2321,"Arkadiusz Milik","POL","FW","Ligue 1","Marseille",27,1994,6.8,1,22,8,"36.4","3.25","1.18",0.05,"0.13",12,1,0,0,2.9,2.9,0.13,-1.9,"-1.9","FW",""
1834,"Arkadiusz Reca","POL","DF","Serie A","Spezia",26,1995,5.5,0,3,1,"33.3","0.55","0.18",0,"0.00",17.9,0,0,0,0.2,0.2,0.07,-0.2,"-0.2","DF",""
2254,"Armand Lauriente","FRA","FW","Ligue 1","Lorient",23,1998,11.6,4,28,14,"50.0","2.40","1.20",0.11,"0.21",21.1,6,1,1,3.5,2.7,0.1,0.5,"+0.3","FW",""
49,"Armando Broja","ALB","FW","Premier League","Southampton",20,2001,8,4,19,9,"47.4","2.37","1.12",0.21,"0.44",12.7,0,0,0,2.7,2.7,0.14,1.3,"+1.3","FW",""
1671,"Armando Izzo","ITA","DF","Serie A","Torino",29,1992,1.1,0,1,1,"100.0","0.90","0.90",0,"0.00",14,0,0,0,0,0,0.01,0,"0.0","DF",""
1045,"Armel Bella Kotchap","GER","DF","Bundesliga","Bochum",20,2001,5.9,0,2,0,"0.0","0.34","0.00",0,NA,18.8,0,0,0,0.1,0.1,0.03,-0.1,"-0.1","DF",""
2223,"Arnaud Kalimuendo","FRA","FW","Ligue 1","Lens",19,2002,10,6,24,12,"50.0","2.41","1.21",0.21,"0.42",16.7,0,1,1,4.6,3.8,0.16,1.4,"+1.2","FW",""
2348,"Arnaud Nordin","FRA","MFFW","Ligue 1","Saint-Étienne",23,1998,9.8,1,22,9,"40.9","2.25","0.92",0.05,"0.11",17.5,0,0,0,2.2,2.2,0.1,-1.2,"-1.2","MF","FW"
2431,"Arnaud Souquet","FRA","DF","Ligue 1","Montpellier",29,1992,9.2,0,6,1,"16.7","0.66","0.11",0,"0.00",26.1,0,0,0,0.1,0.1,0.02,-0.1,"-0.1","DF",""
677,"Arnaut Groeneveld","NED","FWMF","La Liga","Villarreal",24,1997,8.8,5,36,14,"38.9","4.08","1.59",0.14,"0.36",14.4,1,0,0,5.8,5.8,0.16,-0.8,"-0.8","FW","MF"
1256,"Arne Maier","GER","MF","Bundesliga","Augsburg",22,1999,9.1,0,8,3,"37.5","0.88","0.33",0,"0.00",22.9,0,0,0,0.4,0.4,0.05,-0.4,"-0.4","MF",""
1877,"Arnór Sigurðsson","ISL","MFFW","Serie A","Venezia",22,1999,1.8,0,1,0,"0.0","0.55","0.00",0,NA,9,0,0,0,0.1,0.1,0.09,-0.1,"-0.1","MF","FW"
2101,"Arthur Desmas","FRA","GK","Ligue 1","Clermont Foot",27,1994,13,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
271,"Arthur Masuaku","COD","DFFW","Premier League","West Ham",28,1993,5.1,1,3,1,"33.3","0.58","0.19",0.33,"1.00",28.3,0,0,0,0.1,0.1,0.03,0.9,"+0.9","DF","FW"
1750,"Arthur Melo","BRA","MF","Serie A","Juventus",25,1996,2.7,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","MF",""
1912,"Arthur Theate","BEL","DF","Serie A","Bologna",21,2000,12.4,2,13,4,"30.8","1.05","0.32",0.15,"0.50",14.5,0,0,0,1.3,1.3,0.1,0.7,"+0.7","DF",""
1937,"Arturo Vidal","CHI","MF","Serie A","Inter",34,1987,4,1,10,5,"50.0","2.47","1.24",0.1,"0.20",14.9,0,0,0,1,1,0.11,0,"0.0","MF",""
34,"Ashley Barnes","ENG","FW","Premier League","Burnley",32,1989,4.2,0,8,3,"37.5","1.88","0.71",0,"0.00",12.9,0,0,0,0.7,0.7,0.08,-0.7,"-0.7","FW",""
138,"Ashley Fletcher","ENG","FW","Premier League","Watford",26,1995,0.3,0,2,1,"50.0","6.00","3.00",0,"0.00",19.9,0,0,0,0.4,0.4,0.19,-0.4,"-0.4","FW",""
463,"Ashley Westwood","ENG","MF","Premier League","Burnley",31,1990,13.8,0,6,1,"16.7","0.44","0.07",0,"0.00",19,0,0,0,0.5,0.5,0.08,-0.5,"-0.5","MF",""
475,"Ashley Young","ENG","FWDF","Premier League","Aston Villa",36,1985,8.1,0,8,1,"12.5","0.98","0.12",0,"0.00",19.3,1,0,0,0.4,0.4,0.05,-0.4,"-0.4","FW","DF"
992,"Asier Villalibre","ESP","FW","La Liga","Athletic Club",24,1997,2.3,0,6,2,"33.3","2.63","0.88",0,"0.00",14.4,0,0,0,0.8,0.8,0.14,-0.8,"-0.8","FW",""
39,"Asmir Begovic","BIH","GK","Premier League","Everton",34,1987,1,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
2118,"Assane Dioussé","SEN","MF","Ligue 1","Saint-Étienne",24,1997,0.1,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","MF",""
1441,"Aster Vranckx","BEL","MF","Bundesliga","Wolfsburg",19,2002,6.4,0,10,2,"20.0","1.55","0.31",0,"0.00",23.1,2,0,0,0.3,0.3,0.03,-0.3,"-0.3","MF",""
1207,"Atakan Karazor","GER","MFDF","Bundesliga","Stuttgart",25,1996,10.4,0,3,1,"33.3","0.29","0.10",0,"0.00",33.2,0,0,0,0.1,0.1,0.03,-0.1,"-0.1","MF","DF"
942,"Augusto Solari","ARG","MFDF","La Liga","Celta Vigo",29,1992,4.2,0,4,1,"25.0","0.95","0.24",0,"0.00",29.7,0,0,0,0.3,0.3,0.07,-0.3,"-0.3","MF","DF"
2440,"Aurélien Tchouaméni","FRA","MF","Ligue 1","Monaco",21,2000,16.2,1,31,4,"12.9","1.91","0.25",0.03,"0.25",20.9,0,0,0,1.4,1.4,0.05,-0.4,"-0.4","MF",""
2119,"Axel Disasi","FRA","DF","Ligue 1","Monaco",23,1998,14.4,1,7,1,"14.3","0.49","0.07",0.14,"1.00",8.3,0,0,0,1.2,1.2,0.17,-0.2,"-0.2","DF",""
443,"Axel Tuanzebe","ENG","DF","Premier League","Aston Villa",24,1997,5.6,0,2,1,"50.0","0.35","0.18",0,"0.00",7,0,0,0,0.2,0.2,0.09,-0.2,"-0.2","DF",""
1450,"Axel Witsel","BEL","MFDF","Bundesliga","Dortmund",32,1989,11.2,0,3,0,"0.0","0.27","0.00",0,NA,22.9,0,0,0,0.1,0.1,0.02,-0.1,"-0.1","MF","DF"
1030,"Aymen Barkok","MAR","FWMF","Bundesliga","Eint Frankfurt",23,1998,1.1,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","FW","MF"
235,"Aymeric Laporte","ESP","DF","Premier League","Manchester City",27,1994,16.1,2,24,4,"16.7","1.49","0.25",0.08,"0.50",10.7,0,0,0,2.7,2.7,0.11,-0.7,"-0.7","DF",""
331,"Ayoze Pérez","ESP","FWMF","Premier League","Leicester City",28,1993,2.4,0,6,4,"66.7","2.47","1.64",0,"0.00",14.3,0,0,0,1,1,0.17,-1,"-1.0","FW","MF"
2302,"Azor Matusiwa","NED","MF","Ligue 1","Reims",23,1998,12.3,0,4,1,"25.0","0.33","0.08",0,"0.00",22.3,0,0,0,0.1,0.1,0.03,-0.1,"-0.1","MF",""
2360,"Azzedine Ounahi","MAR","MF","Ligue 1","Angers",21,2000,10.6,2,18,3,"16.7","1.70","0.28",0.11,"0.67",21.1,0,0,0,1.2,1.2,0.07,0.8,"+0.8","MF",""
303,"Bali Mumba","ENG","DF","Premier League","Norwich City",20,2001,0.5,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","DF",""
2110,"Bamba Dieng","SEN","FWMF","Ligue 1","Marseille",21,2000,5.9,4,21,11,"52.4","3.58","1.87",0.19,"0.36",13.1,0,0,0,4.2,4.2,0.2,-0.2,"-0.2","FW","MF"
2478,"Banhie Zoukrou","FRA","DF","Ligue 1","Troyes",18,2003,0.9,0,1,1,"100.0","1.17","1.17",0,"0.00",10,0,0,0,0,0,0.03,0,"0.0","DF",""
2269,"Banzouzi Locko","FRA","DFMF","Ligue 1","Reims",19,2002,2.5,1,1,1,"100.0","0.40","0.40",1,"1.00",22,0,0,0,0,0,0.04,1,"+1.0","DF","MF"
2327,"Baptiste Mouazan","FRA","MF","Ligue 1","Lorient",20,2001,0.2,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","MF",""
2410,"Baptiste Santamaria","FRA","MF","Ligue 1","Rennes",26,1995,9,0,12,2,"16.7","1.33","0.22",0,"0.00",16,0,0,0,0.5,0.5,0.05,-0.5,"-0.5","MF",""
526,"Barbero","ESP","FWMF","La Liga","Osasuna",23,1998,0.2,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","FW","MF"
1599,"Bartlomiej Dragowski","POL","GKDF","Serie A","Fiorentina",24,1997,4.2,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK","DF"
1506,"Bartosz Bereszynski","POL","DF","Serie A","Sampdoria",29,1992,15.7,0,5,0,"0.0","0.32","0.00",0,NA,14.4,0,0,0,0.6,0.6,0.12,-0.6,"-0.6","DF",""
1305,"Bastian Oczipka","GER","DF","Bundesliga","Union Berlin",32,1989,2,0,1,0,"0.0","0.50","0.00",0,NA,16.6,0,0,0,0,0,0.03,0,"0.0","DF",""
2315,"Batista Mendy","FRA","MF","Ligue 1","Angers",21,2000,11.8,0,5,1,"20.0","0.42","0.08",0,"0.00",22.9,0,0,0,0.1,0.1,0.03,-0.1,"-0.1","MF",""
536,"Bebé","POR","FW","La Liga","Rayo Vallecano",31,1990,3.3,0,19,2,"10.5","5.72","0.60",0,"0.00",30.6,5,0,0,0.6,0.6,0.03,-0.6,"-0.6","FW",""
67,"Ben Chilwell","ENG","DF","Premier League","Chelsea",25,1996,6,3,13,6,"46.2","2.17","1.00",0.23,"0.50",17.9,0,0,0,1.2,1.2,0.09,1.8,"+1.8","DF",""
91,"Ben Davies","WAL","DF","Premier League","Tottenham",28,1993,8.3,0,8,2,"25.0","0.96","0.24",0,"0.00",16,0,0,0,1.1,1.1,0.14,-1.1,"-1.1","DF",""
144,"Ben Foster","ENG","GK","Premier League","Watford",38,1983,8,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
157,"Ben Gibson","ENG","DF","Premier League","Norwich City",28,1993,14.7,0,6,3,"50.0","0.41","0.20",0,"0.00",10.2,0,0,0,1.1,1.1,0.18,-1.1,"-1.1","DF",""
159,"Ben Godfrey","ENG","DF","Premier League","Everton",23,1998,13.5,0,12,4,"33.3","0.89","0.30",0,"0.00",18.3,0,0,0,0.9,0.9,0.07,-0.9,"-0.9","DF",""
204,"Ben Johnson","ENG","DF","Premier League","West Ham",21,2000,8.9,1,3,1,"33.3","0.34","0.11",0.33,"1.00",24.4,0,0,0,0.1,0.1,0.02,0.9,"+0.9","DF",""
1708,"Ben Lhassine Kone","CIV","MF","Serie A","Torino",21,2000,0.9,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","MF",""
287,"Ben Mee","ENG","DF","Premier League","Burnley",32,1989,12,2,10,2,"20.0","0.83","0.17",0.2,"1.00",6.4,0,0,0,1.1,1.1,0.11,0.9,"+0.9","DF",""
464,"Ben White","ENG","DF","Premier League","Arsenal",24,1997,18,0,3,0,"0.0","0.17","0.00",0,NA,13.4,0,0,0,0.2,0.2,0.06,-0.2,"-0.2","DF",""
2285,"Béni Makouana","CGO","FWMF","Ligue 1","Montpellier",19,2002,1.7,0,4,0,"0.0","2.34","0.00",0,NA,16,0,0,0,0.2,0.2,0.05,-0.2,"-0.2","FW","MF"
1988,"Benjamin André","FRA","MF","Ligue 1","Lille",31,1990,17.2,2,9,2,"22.2","0.52","0.12",0.22,"1.00",11.6,0,0,0,0.6,0.6,0.07,1.4,"+1.4","MF",""
2039,"Benjamin Bourigeaud","FRA","MFFW","Ligue 1","Rennes",27,1994,17.6,2,24,7,"29.2","1.36","0.40",0.08,"0.29",18.7,4,0,0,2.1,2.1,0.09,-0.1,"-0.1","MF","FW"
1165,"Benjamin Henrichs","GER","DF","Bundesliga","RB Leipzig",24,1997,5,1,5,1,"20.0","1.01","0.20",0.2,"1.00",13.6,0,0,0,0.9,0.9,0.17,0.1,"+0.1","DF",""
288,"Benjamin Mendy","FRA","DF","Premier League","Manchester City",27,1994,0.9,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","DF",""
1324,"Benjamin Pavard","FRA","DF","Bundesliga","Bayern Munich",25,1996,8.5,0,7,2,"28.6","0.83","0.24",0,"0.00",21.4,0,0,0,0.3,0.3,0.05,-0.3,"-0.3","DF",""
1379,"Benno Schmitz","GER","DF","Bundesliga","Köln",27,1994,15,0,8,1,"12.5","0.53","0.07",0,"0.00",22.2,0,0,0,0.3,0.3,0.03,-0.3,"-0.3","DF",""
1996,"Benoît Badiashile","FRA","DF","Ligue 1","Monaco",20,2001,8.1,0,6,1,"16.7","0.74","0.12",0,"0.00",10.3,0,0,0,0.4,0.4,0.06,-0.4,"-0.4","DF",""
2081,"Benoît Costil","FRA","GK","Ligue 1","Bordeaux",34,1987,19,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
970,"Beñat Turrientes","ESP","MF","La Liga","Real Sociedad",19,2002,2.2,0,7,2,"28.6","3.18","0.91",0,"0.00",21.1,0,0,0,0.4,0.4,0.06,-0.4,"-0.4","MF",""
1597,"Berat Djimsiti","ALB","DF","Serie A","Atalanta",28,1993,11.3,0,6,2,"33.3","0.53","0.18",0,"0.00",12.5,0,0,0,0.4,0.4,0.06,-0.4,"-0.4","DF",""
398,"Bernardo Silva","POR","MFFW","Premier League","Manchester City",27,1994,18.9,7,25,13,"52.0","1.32","0.69",0.28,"0.54",10.7,0,0,0,4.1,4.1,0.16,2.9,"+2.9","MF","FW"
239,"Bernd Leno","GER","GK","Premier League","Arsenal",29,1992,3,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
438,"Bertrand Traoré","BFA","MF","Premier League","Aston Villa",26,1995,0.8,0,4,0,"0.0","4.80","0.00",0,NA,21,0,0,0,0.2,0.2,0.04,-0.2,"-0.2","MF",""
1509,"Beto","GNB","FW","Serie A","Udinese",23,1998,13.9,7,36,15,"41.7","2.60","1.08",0.19,"0.47",12.6,0,0,0,6.4,6.4,0.18,0.6,"+0.6","FW",""
2042,"Bilal Brahimi","FRA","FWMF","Ligue 1","Angers",21,2000,1.2,0,2,1,"50.0","1.73","0.87",0,"0.00",21.7,0,0,0,0.1,0.1,0.06,-0.1,"-0.1","FW","MF"
158,"Billy Gilmour","SCO","MF","Premier League","Norwich City",20,2001,11.7,0,8,1,"12.5","0.68","0.09",0,"0.00",24.6,1,0,0,0.3,0.3,0.04,-0.3,"-0.3","MF",""
2310,"Birger Meling","NOR","DF","Ligue 1","Rennes",27,1994,11.8,0,3,1,"33.3","0.25","0.08",0,"0.00",16.1,0,0,0,0.1,0.1,0.05,-0.1,"-0.1","DF",""
544,"Blanco","ESP","MF","La Liga","Real Madrid",21,2000,0.3,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","MF",""
1828,"Boris Radunovic","SRB","GK","Serie A","Cagliari",25,1996,2,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
705,"Borja Iglesias","ESP","FW","La Liga","Betis",28,1993,5.4,3,16,7,"43.8","2.94","1.29",0.13,"0.29",15.4,0,1,1,3.4,2.7,0.17,-0.4,"-0.7","FW",""
1744,"Borja Mayoral","ESP","FWDF","Serie A","Roma",24,1997,1,0,1,0,"0.0","0.98","0.00",0,NA,14,0,0,0,0.1,0.1,0.1,-0.1,"-0.1","FW","DF"
1398,"Borna Sosa","CRO","DF","Bundesliga","Stuttgart",23,1998,13.8,1,10,2,"20.0","0.73","0.15",0.1,"0.50",21.1,1,0,0,0.4,0.4,0.04,0.6,"+0.6","DF",""
1903,"Bosko Sutalo","CRO","DF","Serie A","Hellas Verona",22,2000,4.4,0,3,0,"0.0","0.68","0.00",0,NA,15,0,0,0,0.3,0.3,0.1,-0.3,"-0.3","DF",""
2226,"Boubacar Kamara","FRA","MF","Ligue 1","Marseille",22,1999,12.3,1,11,2,"18.2","0.90","0.16",0.09,"0.50",20.3,0,0,0,0.6,0.6,0.06,0.4,"+0.4","MF",""
2454,"Boubacar Traoré","MLI","MF","Ligue 1","Metz",20,2001,6,1,6,2,"33.3","1.01","0.34",0.17,"0.50",26,0,0,0,0.4,0.4,0.07,0.6,"+0.6","MF",""
2243,"Boubakar Kouyaté","MLI","DF","Ligue 1","Metz",24,1997,14.6,1,9,3,"33.3","0.62","0.21",0.11,"0.33",14.8,0,0,0,0.7,0.7,0.08,0.3,"+0.3","DF",""
408,"Boubakary Soumaré","FRA","MF","Premier League","Leicester City",22,1999,10.5,0,5,2,"40.0","0.47","0.19",0,"0.00",20,0,0,0,0.3,0.3,0.06,-0.3,"-0.3","MF",""
